tweet,toxic,rand,class2
que tesão,1,0.68085896,1
eu com catuaba depois do meu aniversário k,0,0.151126832,2
caralho prferia nem saber,0,0.150760527,2
rt @user muita saudade 😭💔 https://t.co/1mpv9vt6cq,0,0.571075162,2
eu to cansando caralho!!!!!,1,0.799882136,1
mano criança sem limite me estressa pqp,0,0.408445797,2
"puta que pariu, que clube maravilhoso.",1,0.155583218,1
nunca confunda as obras de arte do mestre picasso com a pica de aço do mestre das obras,1,0.359065975,1
@user bota no alto porra,1,0.934815251,1
"vou pintar minhas unhas hoje
e passar base",0,0.208896234,2
eu vendo a thread das sapatão https://t.co/o05burjc2k,0,0.490560951,2
porra kaio desmarca a porra do role aí eu posto aq posto no insta convoco no zap formo todo um role pra do nada ele voltar “TO BEM GENTE DE VOLTA A PROGRAMAÇÃO NORMAL”,1,0.32178281,1
rodeada de gentes filhas da puta,1,0.276529499,1
"tenho que parar de ter imaginação fértil, tipo hj eu tava indo no mercado a pé e vi na rua um pedaçao de cabelo (tipo aplique mesmo) e já pensei que algum trans foi agredido ali na madrugada e fiquei extramamente puta com esse tipo de preconceito",0,0.843537336,2
o que rola hoje nesse sabadao?,0,0.485903247,2
"@user claro q pode!
mas pq todas as opções são não?",0,0.383135918,2
"@user ahh viado, me poupe é mto pipipipopopo da sua parte. kkkkk",1,0.910549419,1
coe mano pprt kkkkkkkk vcs tão nessa agora eu fico só rindo por dentro que eh pra n dar confiança,0,0.625591162,2
"“nada é obrigado, tudo é sugerido” acabei de escutar isso e vou levar pro resto da vida",0,0.702217412,2
olimpíadas porra,1,0.074993711,1
@user tomem cuidado. prenderam o lula sem crime. é uma quadrilha que está no poder. eles não tem caráter e nem humanidade,1,0.574878766,1
Vcs sabiam q incenso tem q acender com fósforo. Não pode ser nada que tenha gás eu descobri q tira a energia do incenso e deixa cheiro de fumaça e eu achava normal ajjshshshshhs,0,0.16104806,2
"rt @user ser chorona e a pior coisa q existe 
eu fico chateada e meu olho enche de lágrima na hora",0,0.672038547,2
v茅i quem 茅 que esquece mochila p viajar??????? 茅 igual ir p festa e esquecer ingresso mkkkkkkkk,0,0.271160572,2
@user @user @user você deveria estar presa só pelo fato de defender bandido!,1,0.030825054,1
"eu tô aq comendo um pastel doce com leite condensado, aí minha mãe tá me chamando de gorda e falando q eu n vou entrar no meu vestido",1,0.597767432,1
"@user @user só lendo os comentários e me divertindo imensamente! perdeu playboy!
#correverdevaldo",0,0.404004135,2
"Alô, povo querido de Teresina!
Neste domingo, dia 04, as 19h30, temos um encontro marcado no Palácio da Música!

Tenho a alegria de dividir a noite com esses craques do violão zepaulobecker e… https://t.co/9tvlqq9Ymt",0,0.354133061,2
"@user @user eu ri feito idiota. 
hauahauahauauuauaha
maravilhoso.",1,0.454398961,1
no fundo todo mundo é filho da puta com alguém,1,0.827274162,1
@user caralho vocês são o meu tudo )))))): amo vocês,1,0.392313829,1
como vou dizer não as drogas se ela nem perguntou nada ???? af,0,0.39763914,2
rt @user linda minha mamãe 😍🙏🏻 https://t.co/sh7ktvnpvt,0,0.514596183,2
"eu: mano sou mt sm stan

vcs: ai mas aquela empresa lixo

eu: ???",1,0.372982623,1
@user araraquara urss,0,0.628615268,2
@user é isso que eu tô falando porra,1,0.638973119,1
"só hoje já é o segundo caso que eu dou rt,mdss!",0,0.357435238,2
"mano, vão achar oq fazer, oq q querem com lista???? e tem gente que se ofendeu ainda??!!!??!!! porra gente, me economizem, sério kkkkkkkkkk",1,0.829568742,1
o seu pai tá almoçando........,0,0.437353796,2
@user @user @user kkkkkkkkkkkkk grande contratação o santos fez,0,0.483020948,2
rt @user eita menina doida! fala sozinha e ama também.,0,0.081934398,2
doida pra ver josiane tomando um pau mais tarde 😉,0,0.839598724,2
a sara é muito engraçada pqp 😂,0,0.04470222,2
isso é muito chato me sinto mal e choro fico puta também,1,0.179447923,1
"rt @user 1 semana  c dor de cabeça
3 dias com ânsia

se eu n fosse sapatao eu diria q estou grávida",1,0.665536588,1
"bárbara, eu e lauri falamos do ensino médio e rimos tanto... pqp",1,0.919731183,1
marina n茫o deixa passar uma v茅i kkkkkkkkkkkkkkk,0,0.009809397,2
"a facilidade pra compra com cartão de crédito é um caminho sem volta, ainda bem que sou mão de vaca",0,0.985422348,2
@user @user @user @user @user caralho quanto mimimi,1,0.751115932,1
aconteceu alguma coisa? — de q? https://t.co/bzrrkghxem,0,0.98840338,2
"só no banquinho, rapaz",0,0.088789827,2
rt @user @user marrinha de parar mercado kkkkkkkkkk,0,0.882792667,2
@user eliane brum é de longe a melhor analista do jornalismo brasileiro,0,0.519894223,2
ainda com minha teoria de q pode ter um dinossauro la nas profundezas e ngm descobriu ainda,0,0.074704588,2
peguei meu irmão no pulo cantando blackpink muito viadinho sim,1,0.333734028,1
caralho max pegou poleeeeee https://t.co/e4fhoyjry8,0,0.570828799,2
@user vis a vis porra!,1,0.556697743,1
"rt @user ""fe"" kk https://t.co/p5kjvpxdbw",0,0.854965099,2
perfeito sim ou claro??,0,0.921293612,2
eita porra kkkkkk calma fofa,0,0.016747057,2
"mano, esse tipo de coisa é o que me deixa mais no veneno na vida. puta que pariu",0,0.261646488,2
aindaaaaaa rs,0,0.893148168,2
@user @user @user não existe fundo do poço no brasa...,0,0.631250393,2
faltou nomes nessa lista kkkkkkk,0,0.185163729,2
@user mas se quiser pode.,0,0.321761237,2
eu mando umas fts pra cayla que puta merda,1,0.470654507,1
"mano quanto tempo vai demorar pra vcs perceberem q a vida dos outros NÃO é da conta de vcs? o namoro, a amizade, oq veste, oq come, quem beija ou deixa de beijar, se transa ou não, se ta gorda ou magra... TOMEM CONTA DA VIDA DE VCS!!!",0,0.922758745,2
"@user ""estamos procurando aventureiros........."" seus fdp eu tô com cara de indiana jones?",1,0.429178016,1
"rt @user análise | recuo sobre paraguai mostra semelhanças entre diplomacias de bolsonaro e lula

https://t.co/dbixodpf3x",0,0.707781881,2
"as vezes a gente esquece do nosso próprio valor e, porra, isso é uma merda",0,0.746613173,2
"ele mandou um audio de 35seg gente, onde foi que eu errei?",0,0.501642482,2
"Recebi um email de um rapaz com o assunto 鈥淩az玫es pelas quais devias ter um date comigo鈥�, abri e tinha uma apresenta莽茫o em PowerPoint cheia de fotos dele e WordArt. Este foi o melhor dia da minha vida at茅 hoje.",0,0.659644313,2
rt @user vo fala nada     vo debochar so,0,0.212711041,2
que jogaço caralho!!!!,1,0.961761863,1
eu amo demais a mara na moral kkkkk,0,0.151992331,2
macho escroto querendo me ofender me chamando de feminista (???) https://t.co/vkustzxdhp,1,0.776796889,1
"tô tão estressada, pqp..",1,0.37235068,1
tô tão ferrada pqp,0,0.986306147,2
"@user caralho isadora vai te foder tu é muito linda, casa comigo",1,0.549023656,1
"@user O curioso dessa guerra de narrativas e que as afirmações de ambos os lados são um tanto quanto evasivas. De um lado os acusados não afirmam a manipulação ou veracidade do conteúdo, evitando se comprometer no futuro.",0,0.38774886,2
"@user investigar bandido nao e crime!
va trabalhar velho vagabundo!!!",1,0.185752026,1
"aparentemente, algumas coisas só incomodam à mim.",0,0.158527086,2
"Agora estamos vendo com mais clareza o seguinte: temos na presidência um serial shitter. Nunca um presidente brasileiro falou tanta bobagem em tão pouco tempo. Se duvidar, comparece",1,0.83427457,1
estado de pernambuco protegendo a corrup莽茫o. https://t.co/gcipvn2ycc,0,0.962088058,2
pior é pagar de vitima com mimimi,1,0.352223154,1
"rt @user porra, perdi uma soldada. desacreditada https://t.co/yobse2gg8d",0,0.255288805,2
"Acharam que tinha acabado? ;) Não acabou não! No próximo jogo, temos duas lendas que correm muuuito 🚗 Já sabe qual é? Foi dada a largada lá no site! https://t.co/r2i7ctg5W7 #CaçaAosGames https://t.co/xcwddgLxbg",0,0.929824269,2
@user tem gente que não vai dormir essa noite... https://t.co/e3qnvfhqab,0,0.594227689,2
"rt @user que belo artigo do @user 

sobre as ameaças que liberais deveriam estar percebendo no brasil de hoje.

https://t.…",0,0.765227082,2
"@user ""caraio qq ta coteseno"" https://t.co/bj83vqsebz",1,0.69146323,1
rt @user pegou a consideração e enfiou no cu,1,0.769651762,1
@user eu só descobri agora to puta com isso tbm,1,0.172503321,1
"Gente eu não sei vocês, mais esse evangelho que você só ama o irmão enquanto ele faz parte da igreja e quando sai fingi demência que não conhece!
Esse evangelho eu não conheço.",0,0.970716091,2
sdds de chupar uma buceta,1,0.422511026,1
nossa eu teria cortado o pinto fora,1,0.128883453,1
o cinéfilo boy lixo não sabe um filme bom quando tá na frente dele.......,1,0.065812776,1
"Garganta profunda no Jogador de futebol 19 anos mas pau 22 cm - Prévia 5. Deem muitos RT’s para eu postar a prévia 6 com ele! 
.
Veja agora os vídeos COMPLETOS da foda com ele SEM emojis. Mande DM (mensagem) pra mim e descubra valores. https://t.co/QMQY9XcFlZ",1,0.345601566,1
"hoje eu acordei com uma vontade de morrer
me olhei no espelho não aguentei, não suporto nem me ver
eu sou assim, um lixo, burro e fracassado, acho que eu vou me matar",1,0.430887187,1
queria q tivesse continuação kkkkkkk,0,0.050776052,2
"rt @user essas muie brinca dms, nd passa batido filinha🤣",0,0.946404526,2
A minha mãe estava no Facebook dela e uma amiga dela compartilhou uma publicação do grupo dos Queen onde estavam a comparar o Freddie ao Jin neste vídeo e onde disseram que ERA UMA OFENSA O QUE O JIN FEZ!! WHAT??? https://t.co/NeMnJwkhxU,0,0.644492723,2
"rt @user ihhh povo chato do crl reclamando de vácuo, manda ""kkk"" e quer que eu responda oq? aaa num fode não",1,0.335356794,1
@user nem a pau,0,0.547349271,2
@user foda mano,0,0.048486437,2
meu saco ta doendo,1,0.49769818,1
todo dia eu vou em alguma loja aqui no shopping me maquear haha gastar base não mais,0,0.314549152,2
a quantidade de ovo desperdiçado pqp,1,0.151456394,1
"toda hora falta luz nessa porra ,assim não dá né 🤦‍♀️",0,0.850601458,2
SE O BLACKPINK VIR PRO LOLLA JÁ VAI SER UMA VITÓRIA PRA GENTE GALERA NUNCA NENHUM ARTISTA DA YGE VEIO PRA CÁ E SEM DÚVIDAS DEVE TER UM SHOW ERA SEI LÁ MAS JUNTEM DINHEIRO LOGO,0,0.115912083,2
@user juro que fofinho hahaha ela pediu um beijo na bochecha mas o puto tava a sentir-se corajoso!,1,0.894751039,1
"Eu não estou desistindo,  mas essa nossa guerra ta injusta,como se não bastasse todo o aparelhamento da esquerda e golpes baixos,  ainda temos que aguenta esse STF nos sacaneando todo o tempo, tenho a sensação de estar secando gelo. 
NOJO DESSE STF! 😤😠😠

#STFVergonhaNacional",0,0.422545763,2
completamente diferente com o que vem sendo divulgado pelos jornais .,0,0.089722707,2
"quando minha mãe me chama,mas só pra mostrar pra amiga dela que já tô grande

eu: https://t.co/mfrormxs9u",0,0.684525476,2
pqp eu vou usar muito,1,0.460381512,1
"assim como aconteceu com os nazistas, no futuro bolsonaristas serão todos condenados por crimes contra a humanidade",0,0.648677872,2
grita kkkkkkk,0,0.474549247,2
os cria vai piar aq em casa p ver vingadores 🤩,0,0.73098361,2
meu padrasto é o cúmulo do ridículo,1,0.033652168,1
@user se eu ficar com shadowban de novo eu vou ficar puto #mpn #nowunited #uniters #marinaruybarbosa,0,0.286658136,2
lobão é muito filho da puta mano kkkk,1,0.928894673,1
que desgraçado cara,1,0.649950622,1
@user pqp que delicinha,1,0.522434894,1
"pronto, acabou a briga, nem um e nem outro

criamos o nosso próprio bordão e agr é: o POLSO ainda POLSA 👍🏻 https://t.co/0ByeSwF7EB",0,0.418804689,2
Fui no motel com meu melhor amigo p realizar o sonho dele q era tomar banho na hidro comer pizza brincar de quem aguentava mais tempo na sauna e passar sufoco p encher a piscina pq n sabíamos como enchia até ligar p recepção e a mulher dizer q ela q enche kkkkkkkkkkkkkkkkkkkkk https://t.co/hG22VSA86w,0,0.235308676,2
"comentários do tipo ""cuidado em, pra não engordar mais que isso, vc ficar feia gorda"" 
quando eu ia comer na casa da minha tia, ela simplesmente reparava na quantidade de comida que eu comia, então ela simplesmente falava ""é assim que tu quer emagrecer é?"" 
minha mãe +",0,0.803165141,2
"eu amo allan, pqp. ""vou dar a vida pelo fluminense, pra mim internacional é passado""",1,0.019986627,1
rt @user grande e grosso no cú  https://t.co/bamxvopkkr,1,0.417261333,1
"chamei a mulher de ""tia"" que trabalha no habibs mulher me xingou me tratou com maior ignorância, tô cheio de ódio dessa arrombada 😡😡😡😡😡😡😡",1,0.928072799,1
camisa de time não é barato não pqp,1,0.38097928,1
puto e bolado estou 😡😡😡,0,0.128072728,2
@user televis茫o desligada filho.... nada sobre seu mau car谩ter me interessa....,1,0.472224749,1
o meu pai vai comer mc donald’s comigo pqp isso é raro d+ 😂😂😂😂,0,0.834346147,2
não lembro se eu fui idiota e ajudei a subir aquela tag https://t.co/qq7lvokepr,0,0.023150284,2
@user @user mano que porra eh essa? que legal amor,0,0.564499405,2
"rt @user ai gabi, s贸 quem viveu sabe 馃槏 https://t.co/fu2zo8lpzc",0,0.590262085,2
rt @user sla.... pq não deixou separar quando ainda tinha tempo? https://t.co/23rimpsdeo,0,0.38132955,2
ernesto araújo so não é mais burro q o próprio presidente,1,0.146077997,1
@user caralho viado que isso,1,0.585050434,1
rt @user caralho q tatu foda https://t.co/nnki4u0tel,0,0.064285736,2
@user to puta com a macris( acho que é esse o nome dela ),1,0.187910449,1
rodei tudo naquela pecu谩ria ontem e n茫o achei a vaca da elynne 馃槕,1,0.734774905,1
rt @user tesão da porra https://t.co/h0z8n0wtca,1,0.479920124,1
pqp eu passei a temporada inteira com ódio do khai mas só bastou essa ceninha pra me fazer derreter pelo ship.,1,0.377106365,1
"@user Que a tarde seja embalada pela fé, pelo bom ânimo e pela força de fazer o seu maior sonho acontecer. Que nada entrave seus sorrisos, que a esperança vá à frente de seus planos e te faça enxergar o mundo com mais cores e mais luz.",0,0.83609241,2
rt @user ah mano sei la mo tempao que eu nao cantava ta ligado? https://t.co/71jj6q4uyu,0,0.223923676,2
milagres acontecem,0,0.83107381,2
"@user parab茅ns amigo, tudo de bom pra ti 鉂�",0,0.677636552,2
trabalhar com dor é igual namorar sem amor não    dá certo,0,0.864568348,2
"na boa, eu gostaria que brasil continuasse a se chamar terra de santa cruz. https://t.co/gywlxbf4ie",0,0.425966216,2
caralho meu acessor q postou kkkk fdp,1,0.287291477,1
@user fala sim. “9 da noite” é a mesma coisa que “9pm”.,0,0.016981837,2
"Era noite. Eu tava na sala sozinha trabalhando no objeto 3D pro minicurso. De repente eu ouço a rede se balançando, olhei pro rumo da rede e n vi ninguém. Rapidamente meu cu trancou, me levantei e caminhei devagarinho pra rede. Quando chegou a uma certa distância oq eu vejo: https://t.co/FOXuTHzK0D",1,0.352467072,1
@user @user @user tu tava estorvando feio de juliet tomando energetico da garrafa,0,0.956694161,2
"rt @user odeio essa família e a exposição dessa criança, mas ele é muito fofinho https://t.co/gmzcq9cc25",0,0.739154505,2
porra isto de limpar a casa toda sozinha não é para mim,1,0.626157263,1
caralho brasillllllll,1,0.305483675,1
rt @user mil pastas de currículos nenhum emprego,0,0.483435575,2
"rt @user alguém: a 
 
eu https://t.co/1yus4uwkpm",0,0.234600105,2
boraaaaa?,0,0.340224428,2
"eu odeio emagrecer por tudo, respirei diferente: emagreci 3 kg pqp",0,0.384414369,2
rt @user idai que você é bonita  eu sou feia mas pelo menos sou jikooka,0,0.214399352,2
rt @user não tô aguentando isso hahahahahaha!!!! https://t.co/sqygofsalr,0,0.824757542,2
"o pt contratou.
#manuaviaozinhodohacker 
#manuelanacadeia 
#deportagreenwald",0,0.559130359,2
"cheguei em casa, e tô fazendo meu almoço",0,0.592229385,2
"@user tá com o cool na mão né? não tenhais medo, amigo! a pf está vindo",1,0.707377311,1
"tbh ainda não acredito nas centenas ou até milhares de pessoas que estão a querer juntar se para limpar Portugal inteiro. Temos gente de norte a sul do país, litoral, centro, quase à porta de Espanha, puta que pariu somos enormes. espero que isto se realize",1,0.017384154,1
"rt @user to cansada de ser feia, queria nascer de novo",0,0.447160612,2
rt @user a pessoa não tem noção que palavras machucam tadinha,0,0.222684354,2
"nossa me sinto tão bem nesse namoro, não somos tóxicos um c o outro, estamos nos conhecendo faz uns 2 meses e nunca rolou uma briga (isso é um record pra mim) pq conversamos mt e nos abrimos mt um c o outro, e rola tanta liberdade e confiança 💕",0,0.01952536,2
"“iphone é ruim” 
mas no role:",0,0.855172202,2
"rt @user você é cu doce, admite vai https://t.co/rqh8klqmqe",1,0.247800302,1
@user @user é feio mulher abaixa a cabeça para homem meu amor,0,0.970405468,2
"Eu quero ver se vamos precisar ir para a série C para demitir esse treinador medíocre, @user . Se não quer ouvir a torcida, pelo menos ouça o grupo que te colocou na presidência novamente. Todos anseiam que este projeto de treinador vá pra casa do caralho.",1,0.997984487,1
seu perfil foi visto por 2 pessoas na última hora https://t.co/2mw0btcauf,0,0.269699011,2
passando frio no aeroporto deus por favor se existir me leve &gt;agora,0,0.34180662,2
"@user s贸 defeitos o caralho, poxa raissa s贸 perfei莽茫o",0,0.526862083,2
"nunca pensei em ter relações com um fantasma, mas saiba que se algo adentrar meu cu, o mesmo acontecerá no seu.",1,0.768911685,1
chorando pq uma pessoa me chamou indiretamente de feia 🥰,0,0.909156934,2
"dhajdhahdhhahdhahshashah

que sentimento idiota, faz mó tempo que não fico assim",0,0.764121184,2
"@user obg celly, tmj porra",1,0.891010524,1
"rt @user mlq eu bato palma p mim pq caralho, sou mulher p caralho",1,0.516456448,1
indo cortar o cabelo com o cu na mao,0,0.565472706,2
ok vou tatuar a bunda linda do meu namorado,0,0.821686853,2
eu cada dia mais distante dessa frase,0,0.574495699,2
@user Aguardando a nota oficial por conta dessa flagrante ação censora deste governo fascista contra a liberdade de imprensa... Kkkkkkkkkkk,0,0.692460589,2
"rt @user quando você fuder esse rabo, prometo não decepcionar😈❤️
https://t.co/xk51tet0ev https://t.co/ybt2dyyynx",1,0.418614636,1
"@user @user @user @user Não vejo nenhum assalto ou latrocínio na sua foto de perfil, claramente não há criminalidade no Brasil.",1,0.506081783,1
@user surtou pqp vitória em primeiro lugar,1,0.962957487,1
rt @user anda foder cmg,1,0.798455118,1
"parabéns namoral, que lixo",0,0.106825023,2
meu algoritmo me odeia,0,0.170215409,2
"@user aí queria
mas vai ficar na vontade
pq dels olhou para mim é disse não",0,0.855163011,2
"rt @user @user @user @user pqp o que falar?? 
só tenho a dizer uma dupla perfeita..lindossss😘😘🥰🥰🥰💓💓💞💞💞💞",1,0.217728852,1
"nunca fiquei tão feliz de ver um dia tão feio na minha vida, desculpa perfeita pra ignorar todo mundo e n sair com ngm",0,0.697169242,2
"tenho que ir no centro depositar 8 pila, tô numa puta preguiça",1,0.429296334,1
"- vc é de brasília?
- sou
- então fala “não concordo”
- ah não vei pqp",1,0.909625816,1
"as pessoas só são boas com você até quando convém para elas! você só presta, quando está sendo boa pro outro e depois quando você não ""serve"" mais, você não presta e falam mil coisas.... SEM TEMPO brothersssss",0,0.760012484,2
aí mano só por trocar uma ideia de milhão e f1 alguém se pronuncia carai,0,0.659501732,2
@user acabou a palha莽ada!,0,0.801138201,2
rt @user ninguem nunca pensa em mim antes de fazer porra nenhuma e eu sempre coloco todo mundo na minha frente pq sempre penso em ge…,0,0.079987517,2
@user @user amo a maricy. ate agora não se enganou em nenhuma!!!,0,0.661419315,2
"rt @user quem eu quero não me quer, quem me quer eu vou querer então brota maldita",0,0.583556212,2
"porra, eu amo muito a minha m茫e, ela faz TODAS as minhas vontades. Falei q queria almo莽ar fora e ela mesmo sem dinheiro falou q ia dar o jeito dela p gente ir",0,0.10716458,2
"É com muito orgulho que o Selo Scream &amp; Yell libera o single ""A Comida"" acompanhado do b-side “One Hundred Years From Now” d'Os Cleggs! Audição em streaming e download gratuito aqui =&gt; https://t.co/zthtBMRG4x https://t.co/gxpuqdhZvt",0,0.773831788,2
"馃毈 com os vapes, cigarro virou gadget. s贸 imagino o dano na gera莽茫o atualmente adolescente/jovem. tem at茅 influencer fitness (!) fazendo propaganda de cigarro eletr么nico (!!) no Stories, sem regra, nem filtro, nem aviso do perigo dessa baga莽a. em 20 anos a ""conta"" chega 馃彞鈿帮笍 https://t.co/IodVAb1TkW",0,0.759968933,2
"não me arrependo de nada,tudo que fiz me trouxe algo, se não foi felicidade pra caralho, foi aprendizado de sobra",1,0.450206246,1
"@user eu abel vai se fuder, o meu flamengo não precisa de você!!",1,0.69206228,1
"Diego Alves
Rafinha
Rodrigo Caio
Pablo Marí
Filipe Luís
Cuéllar
Gerson
Everton Ribeiro
Arrascaeta
Bruno Henrique
Gabigol

Cara, é impossível não sonhar com títulos. Vai ganhar? Ninguém sabe. Mas, é uma possibilidade gigante!",0,0.371629977,2
puta que pariu cacete de vôlei aaaaaaaaa,1,0.530225821,1
@user errou feio errou rude,0,0.890476264,2
"zayn 

essa linguinha pqp",0,0.364305837,2
@user @user porra!!!!!! porquê?????,1,0.060785315,1
@user kkkkkkkkk aaaooo aooooo corre que o corno ta puto,1,0.376203935,1
"Observe no gr谩fico que o DETER, na m茅dia, subestima o desmatamento. Na m茅dia um aumento de 95 no DETER  equivale a um aumento de 100 no desmatamento real",0,0.630537282,2
"@user @user vão ser menos dias, eles vão deixar os artistas no aleatório, tipo quem der sorte pega o dia do dennis, e ainda querem tirar umas festas que são tradição, isso é ridículo de vdd. Todo mundo esperando a anos pela viagem e eles fazem isso",0,0.720904737,2
achei foto de quando eu tinha piercing no peito kkkkkk bateu aquele fogo no cu p furar dnv,1,0.499333841,1
nossa puta merda hein caralho vai se foder namjoon eu te amo muito,1,0.948690469,1
minha base é foda ainda é debochada kkkkkk 🔴⚫🔴⚫,0,0.468975929,2
"@user @user @user não os da Apple, que são produzidos em Taiwan pela Foxconn, empresa que produz vários componentes pra Sony, Microsoft, Dell, etc, não é só pq é empresa terceirizada que não é parte de uma grande corporativa amr 🙂",0,0.988214708,2
a aflição da gay e da mulher hetero q gostam de pau e tem q aceitar o triste fato do homem vim junto,1,0.21882201,1
"Lixo!!!!!! Este é o nível dos artistas influenciadores q se vendem como intelectuais esquerdistas usando maliciosamente a sua popularidade para manipular incautos a acreditarem nas mentiras e inversões do imbecil coletivo, fazendo idiotas úteis repetirem suas macaquices 🤯🤪🤮 https://t.co/e4Ow5sl5Fa",1,0.205699211,1
@user ngm se importa,0,0.984077205,2
trabalhei passando mal p caralho tnc,1,0.143297895,1
rt @user eu nunca mais vou beber tanto igual ontem puta que pariu que raiva,1,0.390210831,1
rt @user eu tenho um dom de sumir palheta que puta merda,1,0.667230265,1
@user mas ele n é fdp?,1,0.822792496,1
@user horrível!,1,0.06513208,1
"@user @user sim porra, mas é um sono de morte massa",1,0.916312227,1
qq custa ter um show desse cara em cba pqp,0,0.027519163,2
mãe eu te amo pra um caralho,1,0.477580932,1
"Pra criança  e pro pai da criança! Pra mãe tb! Pq não?!!!
Sugestão da formiguinha !
#chocolate #presentes #praiadocanto #vitoria #festascriativas #festainfantiloficial #festasvix em Praia Do Canto https://t.co/pMJuHj9qoF",0,0.52395347,2
ninguém pra pega esse almoço no gaúcho pqp,0,0.620514789,2
"rt @user @user meu cu minha filha

sente o cheiro da aclamação https://t.co/oynzpxoxzu",1,0.830381117,1
"""você se afastou de fulano pq?""
gente as vezes nem eu msm consigo fica perto de mim, é foda...",0,0.702058228,2
@user a @user  erra ao achar ab贸brinhas de jornalismo.,0,0.697854983,2
"@user caras namorando (gay) blz
um deles chama ele de boiola 

 excuse me wtf",1,0.405980455,1
@user A questão principal hoje é o Moro e as mensagens #vazajato... entrar em suspeição...e libertar o Lula...as arbitrariedades e trapalhadas de Bolsonaro são pra desviar o foco,0,0.190867477,2
@user kkkkk vc não merece babaca caia fora isso que ele disse ao menino ney,1,0.586595889,1
"rt @user @user vem aq ent e pega os 4 p vc, irritantes porra",1,0.574667718,1
bem difícil pra mim...,0,0.71609946,2
"bah meu, olha a declaração do deco nascimento pra imprensa. tem o quê na cabeça um abobado desses pra falar isso? pqp....",1,0.29241944,1
"Safado engoliu  minha rola com vontade haha dao RT aí safados e comenta quem quer fazer um amador cmg Haha
@user @user @user @user @user https://t.co/QoVG3hpkKH",1,0.191559177,1
"Com essa postura mais agressiva do STF, vou ficar aguardando só o dia das novas manifestações, não podemos desistir.

Quero meu país livre desses malditos!

Nas ruas pra valer!!!",1,0.955548182,1
"se não for pelo artigo 142º invocado pelo presidente, não há outra solução!",0,0.510089676,2
"depois dizem que sou maluca por n andar de uber sozinha, é mt perigoso deus me livre",0,0.134279843,2
tenho amém,0,0.555739523,2
"eu tenho um feitio mm filho da puta, mas quem me souber levar tem me por completa juro",1,0.815816377,1
"@user sim, tlc... tão gostando dos compartilhamentos. pm blogueira kkkkk melhor chamar o batman mesmo",0,0.589221648,2
alguém sabe onde eu posso encontrar um all star branco em imbituba?,0,0.27437968,2
que sonho perfeito pqp,1,0.689569378,1
sabia que tinha que acorda mais cedo pqp,1,0.316921382,1
@user já vi ela cantando no dolores foi lindo e ela cantou todas as musicas que pedi,0,0.196247632,2
"seu guarda eu sou vagabunda, eu sou delinquente e principalmente uma mina carente!",1,0.344050138,1
"gENTE SÉRIO q tipo de demência leva a pessoa a falar essas coisas? Kkkkkkkkkkkk

aliás, rESPEITO COM A RAINHA, GINA É UMA DIVA",0,0.462850359,2
ariana grande 茅 simplesmente perfeita,0,0.902325975,2
rt @user amore ngm gosta de vc pq tu é chato msm nada dmais seus rolo n vai pra frente pq ngm aguenta mimado egoísta pra caralho,1,0.803840743,1
@user merece msm! Por mais q eu brigue com minha mae as vezes é bom dms saber que a gt fez alguma coisa que deixa ela feliz ou aliviada ❤,0,0.29782867,2
tipo eu querendo fazer churrasco 🤷🏻‍♀️,0,0.392915366,2
"vamos procurar logo um fotógrafo no caribe kkkk quero um ensaio fotográfico pauriany lá 

paulinha na fab",0,0.159012584,2
rt @user quem come primeiro a parte da bolacha é demente https://t.co/ngnetpzwvn,0,0.517939359,2
"Dani cuidava dos calouros, puxou vários papos comigo, mas achei que ela só tava sendo simpática rs

no dia da matrícula, ela me veio com essa plaquinha e só achei engraçadinho, sem entender a indireta rs

ainda bem que ela insistiu na lerdeza e tamos juntas há 4.4 bem sapatonas https://t.co/gPZgUL7PT2",1,0.695090317,1
fala ai a inicial de quem ta interessado do sta — qm é sabe https://t.co/2a9hcaasnk,0,0.073289835,2
"pegaria alguem do 2 do atomo? — n conheço ngm eu acho kakakaakk 
manda nome aii https://t.co/htuimo5jpp",0,0.637604989,2
@user porra vem vcs dois pra sp,1,0.460546138,1
porra nem fala kkk,1,0.306929063,1
"enfim, to puta",0,0.665909393,2
montar casa tem seus lados bons e ruim,0,0.827524779,2
"Minha conta do weverse foi denunciada, só pelo fato que eu escrevia algumas coisas em coreano 

PQP vão tomar no cu quem fez isso 

Eu tô muito triste

@user",1,0.953952559,1
@user  você já deu pro @user hoje?,1,0.568300921,1
vai tomar no cu que eu não tenho um amigo parceiro ainda bem que eu gosto de ficar em casa pq se fosse depender da companhia de alguém pra sair e fazer alguma coisa eu tava ferrada,1,0.009084353,1
quando minha cachorra vem com a cara de cínica e as pata tudo suja de lama me dá vontade de esganar essa desgraçada,0,0.213155935,2
"Galera de Bras铆lia!!!
Contamos com vcs!!!

Hoje, 02-08  as 18hrs em frente ao STF!!

RT pessoal para avisarmos ao maior n煤mero de Brasiliense poss铆vel!!

#STFVergonhaNacional https://t.co/BHRbuTaJLe",0,0.901575724,2
"Brindes personalizados Casa da Homenagem.

Traga sua ideia, nós temos a solução...🙌
.
Solicite seu orçamento contato@user ou pelo WhatsApp: 99644-9040.

#kids #infantil #uberlandia #brindes #trofeus #presentes # #personalisado #casadahomenagem #sale # https://t.co/NajV0HGD3n",0,0.83257084,2
rt @user minha vida resumida em um tweet https://t.co/2ze8uaefz3,0,0.636477906,2
